police officers&titleId=0&totalTokens=290187&title=police officers, home secretary, police forces, metropolitan police, antisocial behaviour, home office, chief constable, police crime commissioners, home affairs, organised crime&weight=0.025549310168625446&frequency=1200
baroness warsi&titleId=14&totalTokens=321068&title=international development, sri lanka, international community, human rights, developing countries, united nations, sri lankan, united kingdom, foreign secretary, death penalty&weight=2.209904053332351E-4&frequency=12
world trade&titleId=14&totalTokens=321068&title=international development, sri lanka, international community, human rights, developing countries, united nations, sri lankan, united kingdom, foreign secretary, death penalty&weight=2.209904053332351E-4&frequency=12
jammu kashmir&titleId=14&totalTokens=321068&title=international development, sri lanka, international community, human rights, developing countries, united nations, sri lankan, united kingdom, foreign secretary, death penalty&weight=2.209904053332351E-4&frequency=12
food security&titleId=14&totalTokens=321068&title=international development, sri lanka, international community, human rights, developing countries, united nations, sri lankan, united kingdom, foreign secretary, death penalty&weight=2.209904053332351E-4&frequency=12
president santos&titleId=14&totalTokens=321068&title=international development, sri lanka, international community, human rights, developing countries, united nations, sri lankan, united kingdom, foreign secretary, death penalty&weight=2.209904053332351E-4&frequency=12
south african&titleId=14&totalTokens=321068&title=international development, sri lanka, international community, human rights, developing countries, united nations, sri lankan, united kingdom, foreign secretary, death penalty&weight=2.209904053332351E-4&frequency=12
bosnia herzegovina&titleId=14&totalTokens=321068&title=international development, sri lanka, international community, human rights, developing countries, united nations, sri lankan, united kingdom, foreign secretary, death penalty&weight=2.025745382221322E-4&frequency=11
sexual violence conflict&titleId=14&totalTokens=321068&title=international development, sri lanka, international community, human rights, developing countries, united nations, sri lankan, united kingdom, foreign secretary, death penalty&weight=2.025745382221322E-4&frequency=11
york hugh bayley&titleId=14&totalTokens=321068&title=international development, sri lanka, international community, human rights, developing countries, united nations, sri lankan, united kingdom, foreign secretary, death penalty&weight=2.025745382221322E-4&frequency=11
disasters emergency&titleId=14&totalTokens=321068&title=international development, sri lanka, international community, human rights, developing countries, united nations, sri lankan, united kingdom, foreign secretary, death penalty&weight=2.025745382221322E-4&frequency=11
international organisations&titleId=14&totalTokens=321068&title=international development, sri lanka, international community, human rights, developing countries, united nations, sri lankan, united kingdom, foreign secretary, death penalty&weight=2.025745382221322E-4&frequency=11
recent assessment&titleId=14&totalTokens=321068&title=international development, sri lanka, international community, human rights, developing countries, united nations, sri lankan, united kingdom, foreign secretary, death penalty&weight=2.025745382221322E-4&frequency=11
lord ashdown&titleId=14&totalTokens=321068&title=international development, sri lanka, international community, human rights, developing countries, united nations, sri lankan, united kingdom, foreign secretary, death penalty&weight=2.025745382221322E-4&frequency=11
chinese government&titleId=14&totalTokens=321068&title=international development, sri lanka, international community, human rights, developing countries, united nations, sri lankan, united kingdom, foreign secretary, death penalty&weight=2.025745382221322E-4&frequency=11
people country&titleId=14&totalTokens=321068&title=international development, sri lanka, international community, human rights, developing countries, united nations, sri lankan, united kingdom, foreign secretary, death penalty&weight=2.025745382221322E-4&frequency=11
humanitarian situation&titleId=14&totalTokens=321068&title=international development, sri lanka, international community, human rights, developing countries, united nations, sri lankan, united kingdom, foreign secretary, death penalty&weight=2.025745382221322E-4&frequency=11
country world&titleId=14&totalTokens=321068&title=international development, sri lanka, international community, human rights, developing countries, united nations, sri lankan, united kingdom, foreign secretary, death penalty&weight=2.025745382221322E-4&frequency=11
